Speed,Throttle,Brake,RPM,nGear,DRS,Distance,Driver,Lap,Year,Track,Time_s
0.0,104.0,True,0.0,0,1,3120.4627777777764,OCO,1.0,2024,Monaco,586.521
0.0,104.0,True,0.0,0,1,3120.4627777777764,OCO,1.0,2024,Monaco,586.529
0.0,104.0,True,0.0,0,1,3120.462777777776,OCO,1.0,2024,Monaco,586.761
0.0,104.0,True,0.0,0,1,3120.4627777777764,OCO,1.0,2024,Monaco,586.969
0.0,104.0,True,0.0,0,1,3120.4627777777764,OCO,1.0,2024,Monaco,587.16
0.0,104.0,True,0.0,0,1,3120.4627777777764,OCO,1.0,2024,Monaco,587.169
0.0,104.0,True,0.0,0,1,3120.462777777776,OCO,1.0,2024,Monaco,587.341
0.0,104.0,True,0.0,0,1,3120.4627777777764,OCO,1.0,2024,Monaco,587.369
0.0,104.0,True,0.0,0,1,3120.4627777777764,OCO,1.0,2024,Monaco,587.761
0.0,104.0,True,0.0,0,1,3120.4627777777764,OCO,1.0,2024,Monaco,587.809
0.0,104.0,True,0.0,0,1,3120.4627777777764,OCO,1.0,2024,Monaco,588.009
0.0,104.0,True,0.0,0,1,3120.462777777777,OCO,1.0,2024,Monaco,588.061
0.0,104.0,True,0.0,0,1,3120.4627777777764,OCO,1.0,2024,Monaco,588.169
0.0,104.0,True,0.0,0,1,3120.4627777777764,OCO,1.0,2024,Monaco,588.409
0.0,104.0,True,0.0,0,1,3120.4627777777764,OCO,1.0,2024,Monaco,588.441
0.0,104.0,True,0.0,0,1,3120.4627777777764,OCO,1.0,2024,Monaco,588.609
0.0,104.0,True,0.0,0,1,3120.462777777776,OCO,1.0,2024,Monaco,588.661
0.0,104.0,True,0.0,0,1,3120.4627777777764,OCO,1.0,2024,Monaco,588.801
0.0,104.0,True,0.0,0,1,3120.4627777777764,OCO,1.0,2024,Monaco,589.01
0.0,104.0,True,0.0,0,1,3120.4627777777764,OCO,1.0,2024,Monaco,589.021
0.0,104.0,True,0.0,0,1,3120.4627777777764,OCO,1.0,2024,Monaco,589.17
0.0,104.0,True,0.0,0,1,3120.4627777777764,OCO,1.0,2024,Monaco,589.37
0.0,104.0,True,0.0,0,1,3120.4627777777764,OCO,1.0,2024,Monaco,589.441
0.0,104.0,True,0.0,0,1,3120.4627777777764,OCO,1.0,2024,Monaco,589.641
0.0,104.0,True,0.0,0,1,3120.4627777777764,OCO,1.0,2024,Monaco,589.69
0.0,104.0,True,0.0,0,1,3120.462777777776,OCO,1.0,2024,Monaco,589.922
0.0,104.0,True,0.0,0,1,3120.4627777777764,OCO,1.0,2024,Monaco,590.121
0.0,104.0,True,0.0,0,1,3120.4627777777764,OCO,1.0,2024,Monaco,590.129
0.0,104.0,True,0.0,0,1,3120.4627777777764,OCO,1.0,2024,Monaco,590.369
0.0,104.0,True,0.0,0,1,3120.4627777777764,OCO,1.0,2024,Monaco,590.381
0.0,104.0,True,0.0,0,1,3120.4627777777764,OCO,1.0,2024,Monaco,590.569
0.0,104.0,True,0.0,0,1,3120.462777777776,OCO,1.0,2024,Monaco,590.741
0.0,104.0,True,0.0,0,1,3120.4627777777764,OCO,1.0,2024,Monaco,590.809
0.0,104.0,True,0.0,0,1,3120.4627777777764,OCO,1.0,2024,Monaco,590.94
0.0,104.0,True,0.0,0,1,3120.4627777777764,OCO,1.0,2024,Monaco,591.089
0.0,104.0,True,0.0,0,1,3120.462777777777,OCO,1.0,2024,Monaco,591.26
0.0,104.0,True,0.0,0,1,3120.462777777777,OCO,1.0,2024,Monaco,591.52
0.0,104.0,True,0.0,0,1,3120.4627777777764,OCO,1.0,2024,Monaco,591.569
0.0,104.0,True,0.0,0,1,3120.4627777777764,OCO,1.0,2024,Monaco,591.661
0.0,104.0,True,0.0,0,1,3120.4627777777764,OCO,1.0,2024,Monaco,591.849
0.0,104.0,True,0.0,0,1,3120.4627777777764,OCO,1.0,2024,Monaco,591.96
0.0,104.0,True,0.0,0,1,3120.4627777777764,OCO,1.0,2024,Monaco,592.049
0.0,104.0,True,0.0,0,1,3120.4627777777764,OCO,1.0,2024,Monaco,592.161
0.0,104.0,True,0.0,0,1,3120.4627777777764,OCO,1.0,2024,Monaco,592.329
0.0,104.0,True,0.0,0,1,3120.4627777777764,OCO,1.0,2024,Monaco,592.52
0.0,104.0,True,0.0,0,1,3120.462777777777,OCO,1.0,2024,Monaco,592.781
0.0,104.0,True,0.0,0,1,3120.4627777777764,OCO,1.0,2024,Monaco,592.809
0.0,104.0,True,0.0,0,1,3120.4627777777764,OCO,1.0,2024,Monaco,593.009
